Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
ERR5205867,NA,NODE_4_length_354080_cov_26.809600,290486,291634,-,blaADC-117,extended-spectrum class C beta-lactamase ADC-117,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_002157727.1,extended-spectrum class C beta-lactamase ADC-117,NA,NA
ERR5205868,NA,NODE_1_length_326368_cov_23.131358,247265,248086,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR5205868,NA,NODE_48_length_9413_cov_24.695083,8158,9306,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,90,536,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIALX,149,263,56.65,98.66,149,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,703,1047,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,1044,1880,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR5205868,NA,NODE_65_length_3674_cov_18.665455,2209,2571,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR5205868,NA,NODE_65_length_3674_cov_18.665455,2578,3387,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR5205868,NA,NODE_6_length_168736_cov_25.455576,35841,36626,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR5205868,NA,NODE_74_length_2485_cov_22.471500,120,977,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR5205868,NA,NODE_76_length_2230_cov_26.065228,581,1129,-,aacA16,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,ALLELEX,183,183,100.00,100.00,183,WP_001109644.1,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,NA,NA
ERR5205868,NA,NODE_85_length_1450_cov_41.864545,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR5205868,NA,NODE_87_length_1359_cov_41.550794,430,1242,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR5205868,NA,NODE_95_length_1119_cov_25.200980,144,920,+,aph(3')-VI,APH(3')-VI family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,EXACTX,259,259,100.00,100.00,259,WP_014386410.1,APH(3')-VI family aminoglycoside O-phosphotransferase,NA,NA
ERR5205868,NA,NODE_1_length_326368_cov_23.131358,247265,248086,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,10441,11640,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,15016,15849,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR5205868,NA,NODE_20_length_75949_cov_25.728649,15852,16652,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR5205868,NA,NODE_48_length_9413_cov_24.695083,8158,9306,-,blaADC-30,extended-spectrum class C beta-lactamase ADC-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211218.1,extended-spectrum class C beta-lactamase ADC-30,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,90,536,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIALX,149,263,56.65,98.66,149,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,703,1047,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR5205868,NA,NODE_51_length_8317_cov_21.117182,1044,1880,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR5205868,NA,NODE_65_length_3674_cov_18.665455,2209,2571,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
ERR5205868,NA,NODE_65_length_3674_cov_18.665455,2578,3387,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
ERR5205868,NA,NODE_6_length_168736_cov_25.455576,35841,36626,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR5205868,NA,NODE_74_length_2485_cov_22.471500,120,977,-,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR5205868,NA,NODE_76_length_2230_cov_26.065228,581,1129,-,aacA16,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,ALLELEX,183,183,100.00,100.00,183,WP_001109644.1,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,NA,NA
ERR5205868,NA,NODE_85_length_1450_cov_41.864545,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR5205868,NA,NODE_87_length_1359_cov_41.550794,430,1242,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
ERR5205868,NA,NODE_95_length_1119_cov_25.200980,144,920,+,aph(3')-VI,APH(3')-VI family aminoglycoside O-phosphotransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,EXACTX,259,259,100.00,100.00,259,WP_014386410.1,APH(3')-VI family aminoglycoside O-phosphotransferase,NA,NA
ERR5205869,NA,NODE_13_length_126135_cov_39.958734,89778,90563,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR5205869,NA,NODE_16_length_97209_cov_34.573772,95954,97102,-,blaADC-73,extended-spectrum class C beta-lactamase ADC-73,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211219.1,extended-spectrum class C beta-lactamase ADC-73,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,59298,60098,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,60101,60934,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,64310,65509,+,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR5205869,NA,NODE_26_length_47697_cov_28.798920,24732,25553,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,4254,5135,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,5194,6666,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,8968,9738,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,13086,13922,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,13919,14263,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,14430,15218,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,15279,15908,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.00,100.00,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,16004,16555,-,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.00,100.00,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',NA,NA
ERR5205869,NA,NODE_46_length_2643_cov_65.900550,1692,2510,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR5205869,NA,NODE_48_length_1772_cov_32.413030,797,1654,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR5205869,NA,NODE_60_length_616_cov_65.253385,53,616,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,PARTIAL_CONTIG_ENDX,188,271,69.37,100.00,188,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR5205869,NA,NODE_13_length_126135_cov_39.958734,89778,90563,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR5205869,NA,NODE_16_length_97209_cov_34.573772,95954,97102,-,blaADC-73,extended-spectrum class C beta-lactamase ADC-73,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211219.1,extended-spectrum class C beta-lactamase ADC-73,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,59298,60098,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,60101,60934,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR5205869,NA,NODE_21_length_67844_cov_38.967038,64310,65509,+,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR5205869,NA,NODE_26_length_47697_cov_28.798920,24732,25553,+,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,4254,5135,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,5194,6666,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,8968,9738,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,13086,13922,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,13919,14263,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,14430,15218,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,15279,15908,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.00,100.00,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,NA,NA
ERR5205869,NA,NODE_35_length_17629_cov_32.770793,16004,16555,-,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.00,100.00,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',NA,NA
ERR5205869,NA,NODE_46_length_2643_cov_65.900550,1692,2510,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR5205869,NA,NODE_48_length_1772_cov_32.413030,797,1654,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.00,100.00,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
ERR5205869,NA,NODE_60_length_616_cov_65.253385,53,616,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,PARTIAL_CONTIG_ENDX,188,271,69.37,100.00,188,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
ERR5205871,NA,NODE_11_length_131116_cov_11.044422,109,1257,+,blaADC-82,extended-spectrum class C beta-lactamase ADC-82,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_001211216.1,extended-spectrum class C beta-lactamase ADC-82,NA,NA
ERR5205871,NA,NODE_18_length_86488_cov_13.537152,35452,36237,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
ERR5205871,NA,NODE_21_length_67844_cov_13.305587,2336,3535,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.00,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
ERR5205871,NA,NODE_21_length_67844_cov_13.305587,6911,7744,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.00,100.00,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
ERR5205871,NA,NODE_21_length_67844_cov_13.305587,7747,8547,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
ERR5205871,NA,NODE_41_length_13155_cov_9.820159,4252,5133,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
ERR5205871,NA,NODE_41_length_13155_cov_9.820159,5192,6664,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
ERR5205871,NA,NODE_41_length_13155_cov_9.820159,8966,9736,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
ERR5205871,NA,NODE_44_length_2643_cov_33.141509,134,952,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
ERR5205871,NA,NODE_45_length_2454_cov_14.252654,221,691,-,dfrA7,trimethoprim-resistant dihydrofolate reductase DfrA7,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000703418.1,trimethoprim-resistant dihydrofolate reductase DfrA7,NA,NA
ERR5205871,NA,NODE_45_length_2454_cov_14.252654,776,1327,-,aac(6')-Ib3,aminoglycoside N-acetyltransferase AAC(6')-Ib3,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,ALLELEX,184,184,100.00,100.00,184,WP_032488579.1,aminoglycoside N-acetyltransferase AAC(6')-Ib3,NA,NA
ERR5205871,NA,NODE_45_length_2454_cov_14.252654,1468,2328,-,blaGES-35,class A beta-lactamase GES-35,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,287,287,100.00,100.00,287,WP_111273848.1,class A beta-lactamase GES-35,NA,NA
ERR5205871,NA,NODE_47_length_1832_cov_9.302366,155,943,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.00,100.00,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
ERR5205871,NA,NODE_47_length_1832_cov_9.302366,1004,1633,-,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.00,100.00,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,NA,NA
ERR5205871,NA,NODE_49_length_1316_cov_13.708299,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
