Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description,sample_id,molecule_type,primary_cluster_id,secondary_cluster_id,contig_id,size,gc,md5,circularity_status,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,repetitive_dna_id,repetitive_dna_type,filtering_reason
ERR6938929,,NODE_48_length_979_cov_35.709091,124,900,-,aph(3')-VIa,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,BLASTX,259,259,100.0,99.61,259,WP_000422636.1,aminoglycoside O-phosphotransferase APH(3')-VIa,,,ERR6938929,chromosome,-,-,NODE_48_length_979_cov_35.709091,979,0.3299284984678243,2153498c1bfd76a53f7a629949100bf0,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938929,,NODE_4_length_245750_cov_33.674990,244018,245166,-,blaADC-191,extended-spectrum class C beta-lactamase ADC-191,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,,,ERR6938929,chromosome,-,-,NODE_4_length_245750_cov_33.674990,245750,0.3846022380467955,7bad63ac0e73255b07ed4f84c6e098a4,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938929,,NODE_50_length_831_cov_83.808743,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.0,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR6938929,chromosome,-,-,NODE_50_length_831_cov_83.808743,831,0.5607701564380265,e3bf8f6863c7d95781e13255dcae0ab3,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_1_length_393007_cov_25.971965,225808,226629,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,,,ERR6938931,chromosome,-,-,NODE_1_length_393007_cov_25.971965,393007,0.3801917014200764,89b96bc7de73f2d4d46708a11ddc76cc,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_26_length_23286_cov_43.227929,4470,5126,+,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,219,219,100.0,100.0,219,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,8978,10174,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100.0,100.0,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,17717,18553,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,18550,18894,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,19061,19849,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,20896,21357,-,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_39_length_1274_cov_41.737021,297,1109,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR6938931,chromosome,-,-,NODE_39_length_1274_cov_41.737021,1274,0.4552590266875981,bf6f2f46f2b65ebdb80695c39e24b913,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"MF805806,CP001182,MF372716,JQ899055","IS1006,IS15,ISPmi2,Tn3",repetitve element
ERR6938931,,NODE_8_length_171291_cov_32.121723,169923,171071,-,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,383,383,100.0,99.48,383,WP_068981610.1,extended-spectrum class C beta-lactamase ADC-103,,,ERR6938931,chromosome,-,-,NODE_8_length_171291_cov_32.121723,171291,0.3857295479622397,161866df5b344b53537b0aed8d745ecd,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_9_length_159079_cov_40.142748,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR6938931,chromosome,-,-,NODE_9_length_159079_cov_40.142748,159079,0.397136014181633,9ef71598ecda256ad7acd2a12594150f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_1_length_393007_cov_25.971965,225808,226629,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,,,ERR6938931,chromosome,-,-,NODE_1_length_393007_cov_25.971965,393007,0.3801917014200764,89b96bc7de73f2d4d46708a11ddc76cc,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_26_length_23286_cov_43.227929,4470,5126,+,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,219,219,100.0,100.0,219,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,8978,10174,-,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100.0,100.0,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,17717,18553,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,18550,18894,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,19061,19849,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_26_length_23286_cov_43.227929,20896,21357,-,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.0,100.0,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,,,ERR6938931,chromosome,-,-,NODE_26_length_23286_cov_43.227929,23286,0.5800051533110023,46102f00fcea5936aaab9128457f67aa,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
ERR6938931,,NODE_39_length_1274_cov_41.737021,297,1109,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,ERR6938931,chromosome,-,-,NODE_39_length_1274_cov_41.737021,1274,0.4552590266875981,bf6f2f46f2b65ebdb80695c39e24b913,not tested,-,-,-,-,-,-,-,-,-,-,-,-,"MF805806,CP001182,MF372716,JQ899055","IS1006,IS15,ISPmi2,Tn3",repetitve element
ERR6938931,,NODE_8_length_171291_cov_32.121723,169923,171071,-,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,383,383,100.0,99.48,383,WP_068981610.1,extended-spectrum class C beta-lactamase ADC-103,,,ERR6938931,chromosome,-,-,NODE_8_length_171291_cov_32.121723,171291,0.3857295479622397,161866df5b344b53537b0aed8d745ecd,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR6938931,,NODE_9_length_159079_cov_40.142748,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR6938931,chromosome,-,-,NODE_9_length_159079_cov_40.142748,159079,0.397136014181633,9ef71598ecda256ad7acd2a12594150f,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_16_length_89872_cov_27.478774,34802,35587,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR7226293,chromosome,-,-,NODE_16_length_89872_cov_27.478774,89872,0.4041303186754495,12bbbcfa2bd4427aed348ee8cc64c6d3,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_1_length_412982_cov_18.443581,71335,72156,+,blaOXA-121,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_057094079.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121,,,ERR7226293,chromosome,-,-,NODE_1_length_412982_cov_18.443581,412982,0.3850458373488433,8acd85f4072f151203c37404d0eab4d2,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_2_length_325506_cov_19.466545,47099,48247,-,blaADC-163,extended-spectrum class C beta-lactamase ADC-163,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_057093064.1,extended-spectrum class C beta-lactamase ADC-163,,,ERR7226293,chromosome,-,-,NODE_2_length_325506_cov_19.466545,325506,0.3850405215264849,72bb805c43e921344041ac5640be58a6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,1551,2753,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.0,100.0,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,6129,6962,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,6965,7765,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_16_length_89872_cov_27.478774,34802,35587,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR7226293,chromosome,-,-,NODE_16_length_89872_cov_27.478774,89872,0.4041303186754495,12bbbcfa2bd4427aed348ee8cc64c6d3,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_1_length_412982_cov_18.443581,71335,72156,+,blaOXA-121,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_057094079.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-121,,,ERR7226293,chromosome,-,-,NODE_1_length_412982_cov_18.443581,412982,0.3850458373488433,8acd85f4072f151203c37404d0eab4d2,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_2_length_325506_cov_19.466545,47099,48247,-,blaADC-163,extended-spectrum class C beta-lactamase ADC-163,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_057093064.1,extended-spectrum class C beta-lactamase ADC-163,,,ERR7226293,chromosome,-,-,NODE_2_length_325506_cov_19.466545,325506,0.3850405215264849,72bb805c43e921344041ac5640be58a6,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,118,930,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,1551,2753,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.0,100.0,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,6129,6962,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226293,,NODE_36_length_10755_cov_22.217812,6965,7765,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,ERR7226293,plasmid,AC716,AM018,NODE_36_length_10755_cov_22.217812,10755,0.4648070664807066,ab21a7e5feb5678dfda43d825ad93faf,not tested,-,-,-,-,-,-,-,-,-,KU744946,0.0136496,Acinetobacter baumannii,-,-,-
ERR7226295,,NODE_17_length_71345_cov_18.913848,11882,12703,-,blaOXA-120,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_004738885.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120,,,ERR7226295,chromosome,-,-,NODE_17_length_71345_cov_18.913848,71345,0.3735230219356647,7049ed282c28ee2d12e74c2c6e1e0587,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226295,,NODE_27_length_43635_cov_31.600193,8004,8789,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR7226295,chromosome,-,-,NODE_27_length_43635_cov_31.600193,43635,0.3958061189412169,7aa41a3438d7194162de08306c2d8e29,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226295,,NODE_9_length_93623_cov_22.662151,55920,57068,+,blaADC-279,extended-spectrum class C beta-lactamase ADC-279,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_038343177.1,extended-spectrum class C beta-lactamase ADC-279,,,ERR7226295,chromosome,-,-,NODE_9_length_93623_cov_22.662151,93623,0.3885797293400126,39fe2c4af03a0cc18d5e7109adc77b7d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226295,,NODE_17_length_71345_cov_18.913848,11882,12703,-,blaOXA-120,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_004738885.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-120,,,ERR7226295,chromosome,-,-,NODE_17_length_71345_cov_18.913848,71345,0.3735230219356647,7049ed282c28ee2d12e74c2c6e1e0587,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226295,,NODE_27_length_43635_cov_31.600193,8004,8789,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR7226295,chromosome,-,-,NODE_27_length_43635_cov_31.600193,43635,0.3958061189412169,7aa41a3438d7194162de08306c2d8e29,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226295,,NODE_9_length_93623_cov_22.662151,55920,57068,+,blaADC-279,extended-spectrum class C beta-lactamase ADC-279,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_038343177.1,extended-spectrum class C beta-lactamase ADC-279,,,ERR7226295,chromosome,-,-,NODE_9_length_93623_cov_22.662151,93623,0.3885797293400126,39fe2c4af03a0cc18d5e7109adc77b7d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226554,,NODE_1_length_317579_cov_27.763636,226624,227445,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,,,ERR7226554,chromosome,-,-,NODE_1_length_317579_cov_27.763636,317579,0.3754656321734119,3e39a73ad02c213f3859832303b36947,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226554,,NODE_20_length_79977_cov_40.581387,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,ERR7226554,chromosome,-,-,NODE_20_length_79977_cov_40.581387,79977,0.3975142853570401,b9049e18fe891b415fd157d846d669fe,not tested,rep_cluster_2288,CP032289_00012,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226554,,NODE_22_length_64282_cov_32.592525,150,671,-,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.0,100.0,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,,,ERR7226554,chromosome,-,-,NODE_22_length_64282_cov_32.592525,64282,0.3914159484770231,74b6e72d920dbc15ba68b3c72ed134ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226554,,NODE_22_length_64282_cov_32.592525,769,1239,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.0,100.0,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,,,ERR7226554,chromosome,-,-,NODE_22_length_64282_cov_32.592525,64282,0.3914159484770231,74b6e72d920dbc15ba68b3c72ed134ff,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ERR7226554,,NODE_36_length_8008_cov_35.240486,80,889,+,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.0,100.0,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,,,ERR7226554,chromosome,-,-,NODE_36_length_8008_cov_35.240486,8008,0.6323676323676324,49dafe714e3b5e6fe7dbbd3164fcd5c7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR7226554,,NODE_36_length_8008_cov_35.240486,896,1258,+,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.0,100.0,121,WP_004201167.1,bleomycin binding protein Ble-MBL,,,ERR7226554,chromosome,-,-,NODE_36_length_8008_cov_35.240486,8008,0.6323676323676324,49dafe714e3b5e6fe7dbbd3164fcd5c7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,KY978629,IS5D,repetitve element
ERR7226554,,NODE_39_length_4810_cov_55.537253,19,831,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,ERR7226554,plasmid,AC715,AM016,NODE_39_length_4810_cov_55.537253,4810,0.507068607068607,158b5365b8e213e18750ca531e55ac98,not tested,-,-,-,-,-,-,-,-,-,CP015485,0.0202797,Acinetobacter baumannii,-,-,-
